DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
22K198,22,P.S. 198 Brooklyn,Joy-Ann Morgan,EMS,Elementary,52.51,B ,56.5,7,B ,7,C ,38.5,A ,4,C
22K203,22,P.S. 203 Floyd Bennett,Lisa Esposito,EMS,Elementary,55.69,B ,46.4,5.9,C ,7.4,C ,30,B ,3,C
22K206,22,P.S. 206 Joseph F Lamb,Deirdre Keyes,EMS,K-8,27.1,C ,41.2,6.6,B ,11.7,B ,19.4,C ,3.5,A
22K207,22,P.S. 207 Elizabeth G. Leary,Mary Bosco,EMS,K-8,28.55,B ,46.3,7.7,B ,11.3,B ,22.8,C ,4.5,C
22K217,22,P.S. 217 Colonel David Marcus School,Franca Conti,EMS,Elementary,40.33,B ,47,9.4,A ,8.6,C ,26,B ,3,B
22K222,22,P.S. 222 Katherine R. Snyder,Louise Blake,EMS,Elementary,29.49,B ,52.9,9.9,A ,14.8,A ,25.1,B ,3,A
22K234,22,J.H.S. 234 Arthur W. Cunningham,Susan Schaeffer,EMS,Middle,3.35,B ,52.2,8,B ,10.8,B ,26.9,B ,6.5,B
22K236,22,P.S. 236 Mill Basin,Mary Theresa Nelson,EMS,Elementary,25.25,C ,40.5,6.3,B ,11,B ,18.2,C ,5,B
22K240,22,Andries Hudde,Elena S. O'Sullivan,EMS,Middle,2.7,C ,37.4,3.5,C ,7.3,C ,22.6,C ,4,B
22K245,22,P.S. 245,Pat Kannengieser,EMS,Elementary,61.79,B ,51.6,12.7,A ,13,B ,25.4,B ,0.5,A
22K251,22,P.S. 251 Paerdegat,Steven Boyer,EMS,Elementary,56.81,B ,49,6.1,B ,7.6,C ,32.3,B ,3,C
22K254,22,P.S. 254 Dag Hammarskjold,Linda Alhonote,EMS,Elementary,29.08,A ,73.4,7.9,B ,15.6,A ,45.4,A ,4.5,A
22K255,22,P.S. 255 Barbara Reing School,Linda L. Singer,EMS,Elementary,32.34,A ,67.9,9.8,A ,11.3,B ,41.8,A ,5,A
22K269,22,P.S. 269 Nostrand,Phyllis Corbin,EMS,Elementary,60.35,C ,35.3,7.9,B ,5.3,D ,21.6,C ,0.5,C
22K277,22,P.S. 277 Gerritsen Beach,Jeanne M. Fish,EMS,Elementary,19.96,C ,35.6,8.5,A ,10.6,B ,15,D ,1.5,A
22K278,22,J.H.S. 278 Marine Park,Debra Garofalo,EMS,Middle,2.91,D ,21.5,9.3,A ,4.1,D ,6.6,F ,1.5,D
22K312,22,P.S. 312 Bergen Beach,Linda Beal Benigno,EMS,Elementary,30.79,C ,37.8,9.3,A ,12,B ,13.5,D ,3,C
22K315,22,P.S. K315,Judith Ranft,EMS,Elementary,54.15,B ,40.8,7.8,B ,9.6,C ,20.4,C ,3,B
22K361,22,P.S. 361 East Flatbush Early Childhood School,Dianne S. Martin,EC,K-2,58.76,C ,22.3,5.6,D ,7.7,B ,7,C ,2,C
22K381,22,I. S. 381,Mary Harrington,EMS,Middle,2.84,C ,21.9,5.8,C ,7,C ,8.6,D ,0.5,C
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,EMS,Middle,3.07,A ,60.7,12.4,A ,12.3,B ,36,A ,0,B
23K041,23,P.S. 041 Francis White,Theresa Siegel,EMS,K-8,64.67,A ,57.9,5.5,C ,6,D ,39.4,A ,7,C
23K073,23,P.S. 073 Thomas S. Boyland,Joelle Mcken,EMS,K-8,62.27,C ,29,5.2,C ,4,D ,18.8,C ,1,C
23K137,23,P.S./I.S. 137 Rachel Jean Mitchell,Winston Riley,EMS,K-8,65.46,C ,31.9,7.1,B ,5,D ,18.8,C ,1,D
23K150,23,P.S. 150 Christopher,Pamela Bradley Muchere,EMS,K-8,66.75,C ,32.2,5.6,C ,4.7,D ,19.9,C ,2,C
23K155,23,P.S./ I.S. 155 Nicholas Herkimer,Nelly Cortes,EMS,K-8,64.71,A ,61.5,8.2,B ,8.5,C ,39.3,A ,5.5,B
23K156,23,P.S. 156 Waverly,Beverly Logan,EMS,Elementary,57.53,C ,32.3,7.2,B ,4.8,D ,17.7,C ,2.5,C
23K165,23,P.S. 165 Ida Posner,Fran Ellers,EMS,K-8,58.58,C ,28.1,5.4,C ,1.4,F ,19.3,C ,2,C
23K178,23,P.S. 178 Saint Clair Mckelway,Joseph Frantz Henry,EMS,K-8,59.57,C ,28.1,6,C ,8.1,C ,12.5,D ,1.5,B
23K184,23,P.S. 184 Newport,Lamson Lam,EMS,K-8,63.64,B ,45.2,3.6,D ,6.3,C ,29.8,B ,5.5,C
23K284,23,P.S. 284 Lew Wallace,Shenean Lindsay,EMS,K-8,64.26,B ,48.5,6.2,B ,5.3,D ,32.5,B ,4.5,C
23K298,23,P.S. 298 Dr. Betty Shabazz,Antoinette Martin,EMS,K-8,61.54,F ,13.6,1.7,F ,1,F ,9.9,D ,1,C
23K323,23,P.S./I.S. 323,Linda Harris,EMS,K-8,58.97,A ,69.5,10.5,A ,6.4,C ,45.5,A ,7,B
23K327,23,P.S. 327 Dr. Rose B. English,Stephen Appea,EMS,K-8,58.7,C ,39.1,4.6,C ,6.8,C ,23.2,C ,4.5,C
23K332,23,P.S. 332 Charles H. Houston,Mickisha Goss,EMS,K-8,62.57,,,,,,,,,,F
23K392,23,I.S. 392,Shirley Wheeler,EMS,Middle,3.5,A ,73.6,7.3,B ,17.8,A ,48.5,A ,0,B
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias,EMS,Middle,2.78,F ,10.3,6.5,B ,2.3,F ,1.5,F ,0,D
23K518,23,Kappa V,Dellie Edwards,EMS,Middle,2.28,A ,59.2,6.9,B ,9.4,C ,38.9,A ,4,C
23K522,23,Mott Hall IV,Thomas Mcbryde Jr,EMS,Middle,2.98,F ,13.4,5.6,C ,2.2,F ,4.6,F ,1,C
23K631,23,General D. Chappie James Elementary School of Scie,Margaret V. Mcauley,EMS,Elementary,62.12,F ,18,3.5,D ,4,D ,9.5,F ,1,D
23K634,23,General D. Chappie James Middle School of Science,Willis Perry,EMS,Middle,2.01,D ,19,6.8,B ,3,F ,8.7,D ,0.5,D
23K644,23,Eagle Academy for Young Men II,Rashad Meade,EMS,Middle,2.51,B ,44.5,13.5,A ,7,C ,19,C ,5,A
23K671,23,MOTT HALL BRIDGES MIDDLE SCHOOL,Nadia Lopez,EMS,Middle,2.4,,,,,,,,,,
23K697,23,Teachers Preparatory High School,Carmen Simon,EMS,Middle,2.87,B ,47.6,6.4,B ,9.2,C ,31,B ,1,C
24Q005,24,I.S. 5 - The Walter Crowley Intermediate School,Michael Dantona,EMS,Middle,2.7,B ,55,8.9,A ,11.7,B ,31.4,B ,3,A
24Q007,24,P.S. 007 Louis F. Simeone,Sara Tucci,EC,K-3,44.59,B ,28.2,8.2,B ,8.3,B ,8.7,C ,3,B
24Q012,24,P.S. 012 James B. Colgate,Patricia Perry,EMS,Elementary,42.72,B ,55.6,12.1,A ,13.6,B ,26.9,B ,3,A
24Q013,24,P.S. 013 Clement C. Moore,Dr. Yvonne Angelastro,EMS,Elementary,45.71,A ,57.7,8.1,B ,11.9,B ,33.7,B ,4,B
24Q014,24,P.S. 014 Fairview,Rosemary Sklar,EMS,Elementary,55.69,B ,50,11.5,A ,9.9,C ,25.1,B ,3.5,A
24Q016,24,P.S. Q016,Elaine Iodice,EMS,Elementary,57.34,B ,49.9,12.7,A ,11.8,B ,22.9,C ,2.5,B
24Q019,24,P.S. 019 Marino Jeantet,Genie Calibar,EMS,Elementary,58.81,A ,59.5,11.4,A ,12.2,B ,31.4,B ,4.5,B
24Q028,24,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Laura Pessutti,EC,K-2,62.98,B ,42.3,14.7,A ,10.6,B ,11.9,B ,5,A
24Q049,24,P.S. 049 Dorothy Bonawit Kole,Anthony Lombardi,EMS,K-8,24.4,A ,58.3,6.7,B ,12.6,B ,32,B ,7,C
24Q058,24,P.S. 58 - School of Heroes,Adelina V. Tripoli,EMS,Elementary,33.92,B ,46.3,6.4,B ,9.7,C ,24.2,C ,6,A
24Q061,24,I.S. 061 Leonardo Da Vinci,Joseph J Lisa,EMS,Middle,2.63,B ,45.1,7.2,B ,6.1,D ,28.8,B ,3,B
24Q068,24,P.S. 068 Cambridge,Anne Marie Snadecky-Scalfaro,EMS,Elementary,54.78,B ,54.4,8.6,A ,9.4,C ,32.9,B ,3.5,B
24Q071,24,P.S. 071 Forest,Walkydia Olivella,EMS,Elementary,39.76,C ,38.2,3.1,D ,5.8,C ,26.8,B ,2.5,C
24Q073,24,I.S. 73 - The Frank Sansivieri Intermediate School,Camillo Turriciano,EMS,Middle,2.73,B ,53.1,5.7,C ,11.3,B ,29,B ,7,A
24Q077,24,I.S. 077,Joseph Miller,EMS,Middle,2.51,B ,44.4,6.9,B ,9.2,C ,25.8,B ,2.5,B
24Q081,24,P.S. 81Q Jean Paul Richter,Genevieve Ventura,EMS,Elementary,56.53,A ,64.7,10.6,A ,9.6,C ,35,A ,9.5,A
24Q087,24,P.S. 087 Middle Village,Caryn Michaeli,EMS,K-8,40.76,A ,66.2,9.5,A ,7.4,C ,38.8,A ,10.5,A
24Q088,24,P.S. 088 Seneca,David Bishop,EMS,Elementary,42.4,B ,41.2,4,C ,6,C ,28.2,B ,3,C
24Q089,24,P.S. 089 Elmhurst,Casper Cacioppo,EMS,Elementary,55.76,A ,61.7,10.7,A ,12.3,B ,35.2,A ,3.5,A
24Q091,24,P.S. 091 Richard Arkwright,Victoria Catalano,EMS,Elementary,42.19,C ,36.9,4.8,C ,7.3,C ,23.3,C ,1.5,B
24Q093,24,I.S. 093 Ridgewood,Edward Santos,EMS,Middle,2.59,C ,38.4,6.3,B ,9.7,C ,20.4,C ,2,B
24Q102,24,P.S. 102 Bayview,Anthony Pisacano,EMS,K-8,38.15,A ,60.3,11.1,A ,10.6,B ,32.1,B ,6.5,A
24Q113,24,P.S. 113 Isaac Chauncey,Anthony Pranzo,EMS,K-8,32.23,B ,42.5,13,A ,14.2,A ,10.7,D ,4.5,A
24Q119,24,I.S. 119 The Glendale,Dr. Jeanne Fagan,EMS,Middle,3,A ,59.4,5.7,C ,10.6,B ,34.1,B ,9,C
24Q125,24,I.S. 125 Thom J. McCann Woodside,Judy Mittler,EMS,Middle,2.83,A ,60.8,9.8,A ,10.6,B ,31.4,B ,9,B
24Q128,24,P.S. 128 Juniper Valley,John Lavelle,EMS,K-8,16.66,B ,46.2,12.7,A ,13.3,B ,17.2,C ,3,A
24Q143,24,P.S. 143 Louis Armstrong,Sheila Gorski,EMS,Elementary,62.53,C ,36.3,9.2,A ,10.4,B ,14.2,D ,2.5,C
24Q153,24,P.S. 153 Maspeth Elem,Susan Bauer,EMS,Elementary,36.44,B ,53.2,6.7,B ,9.9,C ,32.6,B ,4,A
24Q199,24,P.S. 199 Maurice A. Fitzgerald,Anthony Inzerillo,EMS,Elementary,48.28,A ,63.1,8.5,A ,11.7,B ,39.9,A ,3,B
24Q229,24,P.S. 229 Emanuel Kaplan,Dr. Sibylle Ajwani,EMS,Elementary,33.76,A ,77.7,9.7,A ,12.3,B ,44.7,A ,11,A
24Q239,24,P.S. 239,Robin Connolly,EMS,Elementary,58.32,C ,34.9,8.2,B ,7,C ,18.7,C ,1,B
24Q305,24,Learners and Leaders,Lynn Botfeld,EC,K-3,55.41,C ,27.5,9,B ,9.3,B ,9.2,C ,0,
24Q307,24,Pioneer Academy,Cecilia Jackson,EC,K-3,63.53,B ,43.1,10.7,A ,13.5,A ,13.9,B ,5,
24Q560,24,"Robert F. Wagner, Jr. Secondary School for Arts an",Ann Seifullah,EMS,Middle,3.71,B ,49.5,6.7,B ,15.4,A ,27.3,B ,0,A
24Q877,24,The 51 Avenue Academy (The Path To Academic Excell,Digna Erstejn,EMS,Elementary,41.44,A ,77.2,11.4,A ,14.2,A ,42.6,A ,9,A
25Q020,25,P.S. 020 John Bowne,Victoria Hart,EMS,Elementary,40.79,B ,49.4,8,B ,10.6,B ,25.8,B ,5,B
25Q021,25,P.S. 021 Edward Hart,Debra Buszko,EMS,Elementary,35.03,A ,69.5,6.8,B ,14.2,A ,39.5,A ,9,B
25Q022,25,P.S. 022 Thomas Jefferson,Priscilla Milito,EMS,Elementary,38.94,A ,66.5,5.9,C ,13,B ,41.6,A ,6,A
25Q024,25,P.S. 024 Andrew Jackson,Lori Golan,EMS,Elementary,32.74,A ,78,10.6,A ,13.3,B ,45.6,A ,8.5,A
25Q025,25,I.S. 025 Adrien Block,Maryellen Beirne,EMS,Middle,3.09,B ,42.8,6.8,B ,10.3,B ,21.2,C ,4.5,B
25Q029,25,P.S. 029 Queens,Jennifer Jones,EMS,Elementary,41.88,A ,78.2,7.8,B ,14.1,A ,47.8,A ,8.5,B
25Q032,25,P.S. 032 State Street,Debra Errico,EMS,Elementary,23.88,C ,39.7,11.1,A ,10.1,B ,15.5,C ,3,A
25Q079,25,P.S. 079 Francis Lewis,Paula Marron,EMS,Elementary,21.71,A ,71.7,4.5,C ,10.4,B ,49.3,A ,7.5,C
25Q107,25,P.S. 107 Thomas A Dooley,James Phair,EMS,Elementary,28.32,A ,57.6,10.3,A ,11.3,B ,31,B ,5,B
25Q120,25,P.S. 120 Queens,Joan Monroe,EMS,Elementary,31.56,C ,40.3,4.2,C ,8.4,C ,25.2,B ,2.5,A
25Q129,25,P.S. 129 Patricia Larkin,Marilyn Alesi,EMS,Elementary,37.23,B ,40.9,10.5,A ,12.3,B ,14.6,D ,3.5,B
25Q130,25,P.S. 130,Michelle Contratti,EC,K-3,20.62,A ,62.1,8.6,B ,19.5,A ,30,A ,4,A
25Q154,25,P.S. 154 Queens,Danielle Giunta,EMS,Elementary,35.32,B ,56.1,6.3,B ,11.8,B ,34,A ,4,C
25Q163,25,P.S. 163 Flushing Heights,Nicole Bullen,EMS,Elementary,32.94,A ,56.8,6.6,B ,11.6,B ,34.1,A ,4.5,B
25Q164,25,P.S. 164 Queens Valley,Anne Alfonso,EMS,K-8,36.78,B ,56.7,6.5,B ,12.3,B ,28.9,B ,9,A
25Q165,25,P.S. 165 Edith K. Bergtraum,Raquel Victoria Demillio,EMS,Elementary,36.53,B ,43.5,2.8,D ,9,C ,28.1,B ,3.5,B
25Q169,25,P.S. 169 Bay Terrace,Vanessa Rosa,EMS,Elementary,18.79,B ,51.7,11.5,A ,9.2,C ,29,B ,2,C
25Q184,25,P.S. 184 Flushing Manor,Dora Pantelis,EMS,Elementary,21.92,A ,59,10.3,A ,12.7,B ,31.5,B ,4.5,A
25Q185,25,J.H.S. 185 Edward Bleeker,Valerie Sawinski,EMS,Middle,3.07,B ,53.2,5.8,C ,10.3,B ,29.1,B ,8,A
25Q189,25,J.H.S. 189 Daniel Carter Beard,Cindy Diaz-Burgos,EMS,Middle,2.95,C ,40.1,11,A ,6.2,D ,19.4,C ,3.5,B
25Q193,25,P.S. 193 Alfred J. Kennedy,Joyce E. Bush,EMS,Elementary,19.07,B ,43.8,5.9,C ,5.7,D ,27.7,B ,4.5,C
25Q194,25,J.H.S. 194 William Carr,Richard Garino,EMS,Middle,3.08,B ,51.5,1.7,F ,13.2,B ,29.5,B ,7,A
25Q200,25,PS/MS 200 - The Pomonok School & STAR Academy,Farrah Mckenna,EMS,K-8,41.9,A ,65.9,4.3,C ,7.9,C ,43.1,A ,10.5,B
25Q201,25,P.S. 201 The Discovery School for Inquiry and Rese,Rebecca Lozada,EMS,Elementary,53.38,B ,49.5,4,C ,6.2,C ,32.2,B ,7,A
25Q209,25,P.S. 209 Clearview Gardens,Mary Mcdonnell,EMS,Elementary,17.76,A ,60.6,9.8,A ,12.2,B ,37.6,A ,1,A
25Q214,25,P.S. 214 Cadwallader Colden,Denise Fuccillo,EMS,Elementary,37.65,A ,58.6,10.7,A ,13.5,B ,32.9,B ,1.5,A
25Q219,25,P.S. 219 Paul Klapper,Frederick Wright,EMS,K-8,44.3,A ,83.4,6.5,B ,13.9,B ,48.5,A ,14.5,A
25Q237,25,I.S. 237,Judith Friedman,EMS,Middle,2.9,B ,54.1,6.4,B ,8.8,C ,31.4,B ,7.5,A
25Q242,25,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Patricia Costa,EC,K-3,30.93,A ,51.2,7.5,B ,18.6,A ,22.1,A ,3,A
25Q244,25,The Active Learning Elementary School,Ivan Tolentino,EC,K-3,31.04,,,,,,,,,,
25Q250,25,I.S. 250 The Robert F. Kennedy Community Middle Sc,Marc Rosenberg,EMS,Middle,2.6,C ,31.7,2.8,D ,8.6,C ,19.8,C ,0.5,C
25Q252,25,"Queens School of Inquiry, The",Meredith Rosenblatt,EMS,Middle,3.03,C ,40.7,9.5,A ,11.7,B ,17,C ,2.5,A
25Q281,25,East-West School of International Studies,Ben Sherman,EMS,Middle,3.33,B ,54.3,3.7,C ,12.4,B ,32.7,B ,5.5,A
25Q285,25,World Journalism Preparatory: A College Board Scho,Cynthia Schneider,EMS,Middle,2.95,B ,48.1,9.7,A ,13.5,B ,20.4,C ,4.5,C
25Q294,25,BELL Academy,Cheryl Hatzidimitriou,EMS,Middle,2.98,A ,65.7,10.2,A ,12.9,B ,35.1,A ,7.5,A
25Q499,25,"The Queens College School for Math, Science and Te",Helene Jacob,EMS,K-8,29.12,A ,64.6,8.1,B ,13.7,B ,35.8,A ,7,A
26Q018,26,P.S. 018 Winchester,Kathleen Peknic,EMS,Elementary,22.69,A ,57.9,10.6,A ,16,A ,28.8,B ,2.5,A
26Q026,26,P.S. 026 Rufus King,Dina Koski,EMS,Elementary,25.68,A ,63.4,7.5,B ,13.3,B ,34.6,A ,8,A
26Q031,26,P.S. 031 Bayside,Terri Graybow,EMS,Elementary,27.11,B ,42.7,6.8,B ,13.9,B ,17.5,C ,4.5,A
26Q041,26,P.S. 041 Crocheron,Sari Latto,EMS,Elementary,15.31,A ,80.1,12.8,A ,18.7,A ,45.6,A ,3,A
26Q046,26,P.S. 046 Alley Pond,Marsha Goldberg,EMS,Elementary,25.16,A ,83.7,11.8,A ,17.4,A ,46.9,A ,7.5,A
26Q067,26,J.H.S. 067 Louis Pasteur,Zoi Mcgrath,EMS,Middle,3.57,A ,64.8,7.4,B ,17.1,A ,34.8,B ,5.5,B
26Q074,26,J.H.S. 074 Nathaniel Hawthorne,Andrea Dapolito,EMS,Middle,3.43,A ,64.2,9.1,A ,15.3,A ,29.8,B ,10,A
26Q094,26,P.S. 094 David D. Porter,Joann Barbeosch,EMS,Elementary,17.09,B ,54.1,11.9,A ,13.6,B ,26.1,B ,2.5,B
26Q098,26,P.S. 098 The Douglaston School,Sheila Huggins,EMS,Elementary,8.92,B ,48.8,7,B ,15.3,A ,26.4,B ,0,B
26Q115,26,P.S. 115 Glen Oaks,James Ambrose,EMS,Elementary,22.75,C ,26.1,6.8,B ,7.4,C ,9.4,F ,2.5,B
26Q133,26,P.S. 133 Queens,Shelley Steppel,EMS,Elementary,28.83,A ,79.1,9.9,A ,15.1,A ,44.6,A ,9.5,A
26Q158,26,M.S. 158 Marie Curie,Marie Nappi,EMS,Middle,3.3,B ,50.4,6,C ,12.3,B ,23.1,C ,9,B
26Q159,26,P.S. 159,Marlene Zucker,EMS,Elementary,22.52,A ,63.1,11.6,A ,16.3,A ,28.1,B ,7,A
26Q162,26,P.S. 162 John Golden,Joan Casale,EMS,Elementary,17.98,B ,54.5,9.8,A ,12.9,B ,28.8,B ,3,B
26Q172,26,Irwin Altman Middle School 172,Jeffrey Slivko,EMS,Middle,3.18,A ,63.1,4.3,C ,13.6,B ,34.2,B ,11,B
26Q173,26,P.S. 173 Fresh Meadows,Molly Wang,EMS,Elementary,20.82,A ,70.3,8.5,A ,16.3,A ,39,A ,6.5,A
26Q178,26,P.S./ IS 178 Holliswood,Jennifer Ambert,EMS,K-8,19.98,A ,60.8,7.9,B ,11,B ,34.8,A ,7,B
26Q186,26,P.S. 186 Castlewood,Dolores Troy-Quinn,EMS,Elementary,24.1,A ,69.1,11.1,A ,14.1,A ,40.4,A ,3.5,B
26Q188,26,P.S. 188 Kingsbury,Janet Caraisco,EMS,Elementary,10.61,A ,79.1,9.6,A ,19.7,A ,48.3,A ,1.5,A
26Q191,26,P.S. 191 Mayflower,Michael Ranieri,EMS,Elementary,19.28,A ,74.6,13.2,A ,16.1,A ,43.3,A ,2,A
26Q203,26,P.S. 203 Oakland Gardens,Carole Nussbaum,EMS,Elementary,16.43,A ,69.1,11.2,A ,16.3,A ,35.6,A ,6,A
26Q205,26,P.S. 205 Alexander Graham Bell,Karen Scott-Piazza,EMS,Elementary,20.11,A ,77.7,9.1,A ,18.4,A ,49.2,A ,1,A
26Q213,26,P.S. 213 The Carl Ullman School,Kathleen Driscoll,EMS,Elementary,20.7,A ,60.3,10.6,A ,13.7,B ,29.5,B ,6.5,A
26Q216,26,J.H.S. 216 George J. Ryan,Reginald Landeau,EMS,Middle,3.26,B ,47.9,3.6,C ,12,B ,23.8,C ,8.5,A
26Q221,26,P.S. 221 The North Hills School,Sheelia Twomey,EMS,Elementary,16.02,B ,49.2,12.4,A ,16.9,A ,16.9,C ,3,A
26Q266,26,P.S. / I.S. 266,Nicole Scott,EMS,K-8,23.38,A ,58.2,8,B ,13.3,B ,29.9,B ,7,B
27Q042,27,P.S. 042 R. Vernam,Stephanie Martin Okoase,EMS,K-8,59.57,C ,26.7,0,F ,4.2,D ,21,C ,1.5,C
27Q043,27,P.S. 043,Gary Fairweather,EMS,K-8,58.55,C ,37.1,4.4,C ,6.8,C ,23.9,C ,2,C
27Q045,27,P.S. 045 Clarence Witherspoon,Samantha Severin,EMS,Elementary,54.65,B ,48.5,4,C ,9.9,C ,32.6,B ,2,B
27Q047,27,P.S. 047 Chris Galas,Janet Donohue,EMS,K-8,21.37,B ,45.6,10.9,A ,14,B ,17.7,C ,3,A
27Q053,27,M.S. 053 Brian Piccolo,Jacqueline Boswell,EMS,Middle,1.91,F ,13.2,1,F ,3.1,F ,8.6,D ,0.5,C
27Q056,27,P.S. 056 Harry Eichler,Ann Leiter,EMS,Elementary,38.48,B ,40.6,7.7,B ,8,C ,23.3,C ,1.5,B
27Q060,27,P.S. 060 Woodhaven,Frank Desario,EMS,Elementary,51.21,A ,82.1,4.7,C ,17,A ,49.8,A ,10.5,A
27Q062,27,P.S. 062 Chester Park,Angela O'Dowd,EMS,Elementary,33.22,A ,59.2,6.7,B ,10.5,B ,39,A ,3,C
27Q063,27,P.S. 063 Old South,Diane Marino Coleman,EMS,Elementary,44.25,B ,48.3,9.4,A ,12.2,B ,21.7,C ,5,A
27Q064,27,P.S. 064 Joseph P. Addabbo,Nina Auster,EMS,Elementary,39.66,A ,58.9,10.7,A ,9.9,C ,35.3,A ,3,C
27Q065,27,P.S. 65 - The Raymond York Elementary School,Rafael Morales,EMS,Elementary,41.93,B ,48.6,8.7,A ,8,C ,27.4,B ,4.5,C
27Q066,27,P.S. 066 Jacqueline Kennedy Onassis,Phyllis Leinwand,EMS,Elementary,52.67,A ,86.6,10.6,A ,18.6,A ,49.4,A ,8,A
27Q090,27,P.S. 090 Horace Mann,Adrienne Ubertini,EMS,Elementary,47.23,B ,50.9,7.3,B ,10.3,B ,28.8,B ,4.5,B
27Q096,27,P.S. 096,Joyce Walker,EMS,Elementary,41.56,C ,30.7,7.2,B ,7,C ,15.5,C ,1,B
27Q097,27,P.S. 097 Forest Park,Maureen Ingram,EMS,Elementary,53.98,B ,52.4,7.3,B ,13.5,B ,29.1,B ,2.5,A
27Q100,27,P.S. 100 Glen Morris,Laureen Fromberg,EMS,Elementary,40.97,B ,42.8,5.5,C ,10.1,B ,21.7,C ,5.5,B
27Q104,27,P.S. 104 The Bays Water,Katie Grady,EMS,Elementary,58.03,B ,48.4,10,A ,6.7,C ,28.7,B ,3,C
27Q105,27,P.S. 105 The Bay School,Laurie Shapiro,EMS,K-8,57.74,C ,38.2,6.8,B ,3.8,D ,25.6,B ,2,C
27Q106,27,P.S. 106,Marcella Sills,EMS,Elementary,62.78,A ,58.6,4.1,C ,15.2,A ,38.3,A ,1,B
27Q108,27,P.S. 108 Captain Vincent G. Fowler,Marie Biondollilo,EMS,Elementary,35.46,A ,58.3,10.2,A ,13.1,B ,28,B ,7,A
27Q114,27,P.S. / M.S. 114 Belle Harbor,Stephen P. Grill,EMS,K-8,11.73,B ,53.7,8.1,B ,12,B ,28.6,B ,5,B
27Q123,27,P.S. 123,Cynthia Sumay-Eaton,EMS,Elementary,55.57,C ,39.4,5.4,C ,6.6,C ,25.9,B ,1.5,B
27Q124,27,P.S. 124 Osmond A Church,Valarie Lewis,EMS,K-8,40.45,B ,52.6,11,A ,10.2,C ,22.8,C ,8.5,C
27Q137,27,M.S. 137 America's School of Heroes,Laura Mastrogiovanni,EMS,Middle,2.94,B ,45.1,3.6,C ,9,C ,27,B ,5.5,B
27Q146,27,P.S. 146 Howard Beach,James Mckeon,EMS,K-8,31.12,B ,49.2,7.2,B ,7.5,C ,26.5,B ,8,B
27Q155,27,P.S. 155,Dorothy Morris,EMS,Elementary,49.16,B ,52.4,7.5,B ,6.5,C ,34.4,A ,4,C
27Q183,27,P.S. 183 Dr. Richard R. Green,Renee Peart,EMS,K-8,58.74,A ,69.9,10.8,A ,7.7,C ,43.4,A ,8,B
27Q197,27,P.S. 197 The Ocean School,Jean Mckeon,EMS,Elementary,65.57,C ,29.7,4.4,C ,5.6,D ,17.7,C ,2,A
27Q202,27,J.H.S. 202 Robert H. Goddard,William Fitzgerald,EMS,Middle,2.85,B ,42.5,6,C ,8.8,C ,22.7,C ,5,B
27Q207,27,P.S. 207 Rockwood Park,Linda Spadaro,EMS,K-8,20.76,C ,37.5,6.9,B ,9.8,C ,18.3,C ,2.5,A
27Q210,27,J.H.S. 210 Elizabeth Blackwell,Rosalyn Allman-Manning,EMS,Middle,2.88,C ,28.8,4.1,C ,6.8,C ,15.9,C ,2,C
27Q215,27,P.S. 215 Lucretia Mott,Susan Rippe Hofmann,EMS,Elementary,64.03,F ,17.9,3.7,D ,2.8,D ,9.8,F ,1.5,D
27Q223,27,P.S. 223 Lyndon B. Johnson,Deborah Otto,EMS,Elementary,54.63,D ,20.6,5.8,C ,5.3,D ,7,F ,2.5,B
27Q225,27,P.S. 225 Seaside,Tammy Holloway,EMS,Middle,2.45,,,,,,,,,,
27Q226,27,J.H.S. 226 Virgil I. Grissom,Rushell White,EMS,Middle,2.54,C ,25.9,6.3,B ,6.3,D ,12.8,D ,0.5,C
27Q232,27,P.S. 232 Lindenwood,Lisa Josephson,EMS,K-8,31.01,B ,56.9,8.8,A ,11.3,B ,28.3,B ,8.5,A
27Q253,27,P.S. 253,Robin Johnson,EMS,Elementary,63.84,D ,23,9.9,A ,4.9,D ,8.2,F ,0,C
27Q254,27,P.S. 254,Naomi Drouillard,EMS,Elementary,52.73,A ,90.3,12.3,A ,20.1,A ,50.4,A ,7.5,A
27Q262,27,Channel View School for Research,Patricia J. Tubridy,EMS,Middle,2.88,C ,25.4,10,A ,6.8,C ,8.1,F ,0.5,B
27Q282,27,Knowledge and Power Preparatory Academy VI,Gary Dumornay,EMS,Middle,2.79,A ,67.5,9.4,A ,9.2,C ,41.9,A ,7,C
27Q306,27,New York City Academy for Discovery,Jennifer Flandro,EC,K-3,52.27,A ,55,11.6,A ,19.1,A ,20.3,A ,4,
